"Status Effective","Account Holder","Quantity of Credits","Retirement Reason","Retirement Reason Details","Credit Serial Numbers","Vintage","Protocol Version","Date Issued","ARB Eligible","Sustainable Development Goal(s)","Project ID","Project Name","Project Site Country","Project Site Location","Project Site State","Project Type",
"11/28/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of EBH1196247939O286-5 - -","ACR-US-119-2004-164-119922053 to 119922072","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"11/23/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1195838305O292-4 - -","ACR-US-119-2004-164-119921973 to 119921982","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"11/07/2007","Commonwealth Resource Management Corporation","50","Retail Program Requirements","Retirement on behalf of EBH1194460091O283-9 - Nadia and Tanya","ACR-US-119-2004-164-119922003 to 119922052","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"11/05/2007","Guyot Designs","500","On Behalf of Third Party","Retirement on behalf of MicroBites 07-839427","ACR-US-113-2005-151-120144339 to 120144838","2005","Version 1.0","1/6/2006","No","","ACR113","Greater New Bedford LFG","US","Dartmouth","MASSACHUSETTS","Landfill Gas Capture & Combustion",
"11/05/2007","Guyot Designs","158","On Behalf of Third Party","Retirement on behalf of MicroBites 07-839427","ACR-US-113-2007-154-200980515 to 200980672","2007","Version 1.0","10/18/2007","No","","ACR113","Greater New Bedford LFG","US","Dartmouth","MASSACHUSETTS","Landfill Gas Capture & Combustion",
"11/04/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1194198350O291-4 - Susan Geronimus","ACR-US-119-2004-164-119921963 to 119921972","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"11/04/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of EBH1194188619O282-5 - Clark Family","ACR-US-119-2004-164-119921983 to 119922002","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"10/10/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of FGW1192037170O289-5 - stuart yoak","ACR-US-119-2004-164-119921923 to 119921942","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"10/10/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of FGW1192037276O290-5 - stuart yoak","ACR-US-119-2004-164-119921943 to 119921962","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/30/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1191194661O281-4 - Jim Johnson","ACR-US-119-2004-164-119921913 to 119921922","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/28/2007","CoolClimate LLC","1300","On Behalf of Third Party","Retirement on behalf of ED","ACR-US-163-2006-288-193060953 to 193062252","2006","Version 1.0","4/10/2007","No","","ACR163","Des Plaines LFG to Energy","US","Cook County, IL","ILLINOIS","Landfill Gas Capture & Combustion",
"09/28/2007","CoolClimate LLC","130","On Behalf of Third Party","Retirement on behalf of ED","ACR-US-163-2006-288-193058753 to 193058882","2006","Version 1.0","4/10/2007","No","","ACR163","Des Plaines LFG to Energy","US","Cook County, IL","ILLINOIS","Landfill Gas Capture & Combustion",
"09/28/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1191033086O280-4 - The Happy Couple","ACR-US-119-2004-164-119921903 to 119921912","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/27/2007","Commonwealth Resource Management Corporation","1431","Retail Program Requirements","Retirement on behalf of CRMC0927070880O002-0 - Environmental Defense","ACR-US-119-2004-164-119920462 to 119921892","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/27/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1190937393O279-4 - Michael Carberry","ACR-US-119-2004-164-119921893 to 119921902","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/26/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1190839553O278-4 - Megan Edwards","ACR-US-119-2004-164-119920452 to 119920461","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/19/2007","Commonwealth Resource Management Corporation","40","Retail Program Requirements","Retirement on behalf of - Mychele R. Lord","ACR-US-119-2004-164-119920412 to 119920451","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"09/03/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1188853132O276-4 - sw, llc","ACR-US-119-2004-164-119920402 to 119920411","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/29/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of FGW1188428916O288-5 - Integrated Direct Marketing","ACR-US-119-2004-164-119920382 to 119920401","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/23/2007","Commonwealth Resource Management Corporation","50","Retail Program Requirements","Retirement on behalf of FGW1187889218O287-9 - Corey Morris & Andrew Singer","ACR-US-119-2004-164-119920332 to 119920381","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/19/2007","Commonwealth Resource Management Corporation","50","Retail Program Requirements","Retirement on behalf of EBH1187505366O274-9 - 0","ACR-US-119-2004-164-119920282 to 119920331","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/18/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of FGW1187457324O286-5 - Philip Merryman","ACR-US-119-2004-164-119920262 to 119920281","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/16/2007","Commonwealth Resource Management Corporation","40","Retail Program Requirements","Retirement on behalf of FGW1187313407O285-7 - Morrie Gasser","ACR-US-119-2004-164-119920222 to 119920261","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/15/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1187198079O273-4 - David McCollum","ACR-US-119-2004-164-119920212 to 119920221","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/12/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of EBH1186942015O272-5 - The Melrose Family","ACR-US-119-2003-163-119836869 to 119836888","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"08/02/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1186032867O284-4 - the atmosphere","ACR-US-119-2003-163-119836859 to 119836868","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/26/2007","Environmental Defense Fund","34","Environmental Benefit","","ACR-US-103-2003-265-119248212 to 119248245","2003","Version 1.0","1/1/2005","No","","ACR103","Inland Empire Anaerobic Ag Digester","US","Chino","CALIFORNIA","Livestock Waste Management",
"07/26/2007","Blue Source","100","On Behalf of Third Party","Retirement on behalf of ED - Chemidies","ACR-US-117-2004-123-137055815 to 137055914","2004","Version 1.0","3/13/2006","No","","ACR117","Merit Energy Geo-Seq","US","LaBarge","WYOMING","Carbon Capture & Storage (CCS)",
"07/26/2007","Blue Source","1745","Environmental Benefit","Retirement on behalf of Blue Source","ACR-US-120-2006-133-193520166 to 193521910","2006","Version 1.0","1/30/2007","No","","ACR120","Petrosource Geo-Seq","US","Crocket County","TEXAS","Carbon Capture & Storage (CCS)",
"07/24/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of FGW1185279308O283-5 - LK Wagner","ACR-US-119-2003-163-119836669 to 119836688","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/24/2007","Interface, Inc.","85000","On Behalf of Third Party","Retirement on behalf of 2007 Cool Carpet Program","ACR-US-120-2006-133-193433280 to 193518279","2006","Version 1.0","1/30/2007","No","","ACR120","Petrosource Geo-Seq","US","Crocket County","TEXAS","Carbon Capture & Storage (CCS)",
"07/24/2007","Interface, Inc.","1752","On Behalf of Third Party","Retirement on behalf of 2006 CGI commitment","ACR-US-120-2006-133-193518280 to 193520031","2006","Version 1.0","1/30/2007","No","","ACR120","Petrosource Geo-Seq","US","Crocket County","TEXAS","Carbon Capture & Storage (CCS)",
"07/14/2007","Commonwealth Resource Management Corporation","40","Retail Program Requirements","Retirement on behalf of EBH1184435158O271-7 - Erik Powell","ACR-US-119-2003-163-119836819 to 119836858","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/13/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1184347510O270-4 - Eliot Tretter","ACR-US-119-2003-163-119836809 to 119836818","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/11/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of FGW1184163481O279-5 - Kayla","ACR-US-119-2003-163-119836629 to 119836648","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/11/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1184195257O280-4 - Russ Baxter","ACR-US-119-2003-163-119836649 to 119836658","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/11/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1184196163O282-4 - Paul Baxter","ACR-US-119-2003-163-119836659 to 119836668","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/11/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1184151553O269-4 - Tom Madsen","ACR-US-119-2003-163-119836799 to 119836808","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/09/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1183996650O260-4 - Jason Reinking","ACR-US-119-2003-163-119836739 to 119836748","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/09/2007","Commonwealth Resource Management Corporation","50","Retail Program Requirements","Retirement on behalf of EBH1184008653O261-9 - Murphy International Development","ACR-US-119-2003-163-119836749 to 119836798","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/07/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of EBH1183840286O254-5 - Matthias Huber","ACR-US-119-2003-163-119836689 to 119836708","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/07/2007","Commonwealth Resource Management Corporation","20","Retail Program Requirements","Retirement on behalf of EBH1183840659O255-5 - Matthias Huber","ACR-US-119-2003-163-119836709 to 119836728","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/07/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of EBH1183843087O259-4 - Jason Reinking","ACR-US-119-2003-163-119836729 to 119836738","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"07/02/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1183394325O275-4 - Marcia Nation & Christopher Boone","ACR-US-119-2003-163-119836619 to 119836628","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"06/26/2007","Commonwealth Resource Management Corporation","640","Retail Program Requirements","Retirement on behalf of EBH1182889235O253-10 - Monadnock Paper Mills, Inc.","ACR-US-119-2004-164-119919572 to 119920211","2004","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"06/22/2007","Commonwealth Resource Management Corporation","30","Retail Program Requirements","Retirement on behalf of FGW1182494745O273-6 - Christopher Teters","ACR-US-119-2003-163-119836349 to 119836378","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
"06/21/2007","Commonwealth Resource Management Corporation","10","Retail Program Requirements","Retirement on behalf of FGW1182485566O272-4 - Elizabeth Sampson","ACR-US-119-2003-163-119836339 to 119836348","2003","Version 1.0","12/21/2005","No","","ACR119","North Country LFG","US","Bethlehem","NEW HAMPSHIRE","Landfill Gas Capture & Combustion",
