"Vintage","Offset Credit Serial Numbers","Quantity of Offset Credits","Status Effective","Project ID","Project Name","Project Type","Protocol Version","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","CORSIA Eligible","Account Holder","Retirement Reason","Retirement Reason Details",
"2006","CAR-1-US-102-1-102-CA-2006-104-40353 to 40990","638","03/27/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of MGM Resorts Intl",
"2006","CAR-1-US-102-1-102-CA-2006-104-35411 to 40352","4942","06/25/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of BlackRock, Inc",
"2006","CAR-1-US-102-1-102-CA-2006-104-77018 to 77040","23","06/25/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of BlackRock, Inc",
"2006","CAR-1-US-102-1-102-CA-2006-104-40991 to 45990","5000","12/08/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of American Licorice",
"2006","CAR-1-US-102-1-102-CA-2006-104-11893 to 11900","8","12/17/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Green Story Inc","On Behalf of Third Party","Retired on behalf of Green Story Inc's clients to offset the carbon footprint of their products for Oct 2020 and Nov 2020 sales",
"2006","CAR-1-US-102-1-102-CA-2006-104-11948 to 15947","4000","11/19/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","South Pole USA, Inc.","Environmental Benefit","New York Life Insurance Fall 2020 program",
"2006","CAR-1-US-102-1-102-CA-2006-104-15948 to 16848","901","12/31/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","South Pole USA, Inc.","Environmental Benefit","Retired on behalf of Hauser & Wirth's - 2020",
"2006","CAR-1-US-102-1-102-CA-2006-104-11349 to 11892","544","08/11/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","South Pole USA, Inc.","Environmental Benefit","On behalf of NBA 2020 All Star Game",
"2006","CAR-1-US-102-1-102-CA-2006-104-11905 to 11906","2","03/02/2021","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Green Story Inc","Other","Retired on behalf of Green Story Inc's clients to offset the carbon footprint of their products for Feb 2021 sales",
"2006","CAR-1-US-102-1-102-CA-2006-104-11901 to 11903","3","01/18/2021","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Green Story Inc","On Behalf of Third Party","Retired on behalf of Green Story Inc's clients to offset the carbon footprint of their products for Dec 2020 sales",
"2006","CAR-1-US-102-1-102-CA-2006-104-16849 to 17063","215","01/15/2021","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","South Pole USA, Inc.","Environmental Benefit","",
"2006","CAR-1-US-102-1-102-CA-2006-104-17064 to 17165","102","02/08/2021","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","South Pole USA, Inc.","Environmental Benefit","",
"2006","CAR-1-US-102-1-102-CA-2006-104-8411 to 11348","2938","03/26/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","South Pole USA, Inc.","Environmental Benefit","_",
"2006","CAR-1-US-102-1-102-CA-2006-104-11904 to 11904","1","02/05/2021","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Green Story Inc","On Behalf of Third Party","Retired on behalf of Green Story Inc's clients to offset the carbon footprint of their products for Jan 2021 sales",
"2006","CAR-1-US-454-4-264-FL-2006-303-1 to 7564","7564","01/03/2011","CAR454","New River Regional Landfill","Landfill Gas Capture/Combustion","Version 2.0","Raiford, Union County","FLORIDA","US","","No","New River Solid Waste Association","On Behalf of Third Party","",
"2006","CAR-1-US-454-4-264-FL-2006-303-7565 to 43622","36058","01/04/2011","CAR454","New River Regional Landfill","Landfill Gas Capture/Combustion","Version 2.0","Raiford, Union County","FLORIDA","US","","No","New River Solid Waste Association","On Behalf of Third Party","",
"2006","CAR-1-US-516-4-336-KS-2006-375-1 to 4244","4244","01/20/2011","CAR516","Resource Recovery Landfill","Landfill Gas Capture/Combustion","Version 2.1","Cherryvale","KANSAS","US","","No","Element Markets, LLC","On Behalf of Third Party","",
"2006","CAR-1-US-514-4-333-OK-2006-368-1 to 7565","7565","01/20/2011","CAR514","Stillwater Sanitary Landfill","Landfill Gas Capture/Combustion","Version 2.1","Stillwater","OKLAHOMA","US","","No","VLF1, LLC","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-8037 to 8536","500","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","City/County of San Francisco - Sustainable Journey",
"2006","CAR-1-US-101-1-101-CA-2006-1580-4957 to 5006","50","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5416 to 5425","10","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Ronnie Swartz",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5392 to 5398","7","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","for Eileen Wenger Tutt",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5007 to 5391","385","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5516 to 5516","1","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","The California Assembly Democratic Caucus",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5536 to 5536","1","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","CA Assembly Speaker Fabian Nuñez",
"2006","CAR-1-US-101-1-101-CA-2006-1580-8537 to 8596","60","11/06/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Select PG&E employees",
"2006","CAR-1-US-101-1-101-CA-2006-1580-1111 to 1127","17","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-1128 to 1188","61","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-1189 to 1368","180","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-1369 to 4488","3120","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-4489 to 4881","393","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-4882 to 4956","75","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","3Degrees Inc.","On Behalf of Third Party","",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5399 to 5405","7","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","for Linda Adams",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5406 to 5415","10","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Daniel Faulk",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5426 to 5430","5","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Becky, Robert, William, and LaVerne Whitehead",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5431 to 5490","60","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","A + M Abramowitz, Dr. W Killmann, D + A Tuttle",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5491 to 5500","10","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Lori and Peter Look",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5501 to 5510","10","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Jim Roush and Cynthia Wayburn",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5511 to 5515","5","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Ron Duke",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5517 to 5535","19","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Friends of CA Climate Registry",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5537 to 5588","52","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","The Honorable Speaker Nancy Pelosi",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5589 to 5592","4","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Joan Irwin and Peter Davis",
"2006","CAR-1-US-101-1-101-CA-2006-1580-5593 to 6562","970","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","Oak Productions, Inc.",
"2006","CAR-1-US-101-1-101-CA-2006-1580-6563 to 6799","237","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","The Members of the California State Assembly (2007",
"2006","CAR-1-US-101-1-101-CA-2006-1580-6800 to 6812","13","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","The Honorable Speaker Fabian Nuñez",
"2006","CAR-1-US-101-1-101-CA-2006-1580-6813 to 8036","1224","11/05/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","Compliance Requirements","Belvedere Property Management, LLC",
"2005","CAR-1-US-935-25-152-CA-2005-921-568 to 569","2","06/09/2014","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","Mark Andre Board of Forestry meeting travel",
"2005","CAR-1-US-935-25-152-CA-2005-921-570 to 799","230","08/23/2014","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Michael Winkler",
"2005","CAR-1-US-935-25-152-CA-2005-921-448 to 567","120","06/09/2014","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Humboldt Patient Resource Center",
"2005","CAR-1-US-935-25-152-CA-2005-921-2170 to 2320","151","04/18/2019","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of the USFS-IP 2019 International Seminar on Climate Change",
"2005","CAR-1-US-935-25-152-CA-2005-921-1667 to 1857","191","04/11/2018","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","Other","Retired on behalf of GSI Water Solutions",
"2005","CAR-1-US-935-25-152-CA-2005-921-2167 to 2169","3","07/17/2017","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Carol McNeill",
"2005","CAR-1-US-935-25-152-CA-2005-921-1858 to 2166","309","03/30/2019","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Oracle America",
"2005","CAR-1-US-935-25-152-CA-2005-921-2521 to 2534","14","01/06/2020","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of the Wilson Family Trust",
"2005","CAR-1-US-935-25-152-CA-2005-921-2535 to 2536","2","02/04/2020","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Greg Gaiera",
